,ACC,Author,Year,Page.number,Parameter,Hard.Soft.Coral,Order,Hard.Soft.Coral.Order,Family,fam.comm,Genus,Species,Method,Method.simple,Lab.field,Time.series,Month.Before,Month.During.After,Year.Before,Year.During.After,Day.Sampled,Month.Sampled,Year.Sampled,Date.Sampled,Date.Sampled.Type,El.Nino,El.Nino.simple,La.Nina,La.Nina.simple,Measured.Before,Measured.During,Measured.After.0.6months,Measured.Duringto6mo,Measured.After.6months.2years,Depth,Latitude,Longitude,Lat.dec,Lat.abs,Long.dec,Ocean,Region,Ocean.Region,Ocean.Region.simple,Location,Source,Graphclick,Units.original,Mean_Cover_Before,SE_Cover_Before,SD_Cover_Before,Mean_Cover_Resp,SE_Cover_Resp,SD_Cover_Resp,Mean_Bleaching_Before,SE_Bleaching_Before,SD_Bleaching_Before,Mean_Bleaching_Resp,SE_Bleaching_Resp,SD_Bleaching_Resp,N_Before,N_During.After,In_Baker_2008,Comments,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
78,266,Booth and Beretta,2002,9,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.505455,23.505455,152.080097,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-SF,Figure 2B,Y,% cover,5.511,2.183,4.881,1.517,0.567,1.268,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
79,266,Booth and Beretta,2002,10,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.48504,23.48504,152.080183,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-EN,Figure 2B,Y,% cover,3.502,0.6,1.342,1.992,1.396,3.122,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
80,266,Booth and Beretta,2002,11,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.500141,23.500141,152.090678,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-NB,Figure 2B,Y,% cover,5.011,1.981,4.43,0.991,1.006,2.249,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
81,291,Guzman and Cortes,2001,2,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>3-5 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.304,0,0,3.563,0,0,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
82,291,Guzman and Cortes,2001,3,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>3-5 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.304,0,0,2.791,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
83,291,Guzman and Cortes,2001,4,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.798,0,0,3.162,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
84,291,Guzman and Cortes,2001,5,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.798,0,0,2.85,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
85,291,Guzman and Cortes,2001,6,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.85,0,0,3.568,0.704,1.408,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
86,291,Guzman and Cortes,2001,7,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,7.057,1.756,3.512,8.785,2.13,4.26,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
87,291,Guzman and Cortes,2001,8,Cover,Hard,Scleractinia,Hard.Scleractinia,Pocilliporidae,family,Pocillopora,NA,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,7.057,1.756,3.512,6.953,1.447,2.894,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
88,291,Guzman and Cortes,2001,9,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,0-3 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.348,0,0,2.971,1.347,2.694,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
89,291,Guzman and Cortes,2001,10,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,0-3 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.348,0,0,2.642,1.227,2.454,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
90,291,Guzman and Cortes,2001,11,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,0-3 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.642,1.227,2.454,3.106,0,0,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
91,291,Guzman and Cortes,2001,12,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,0-3 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.347,0,0,1.289,0,0,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
92,291,Guzman and Cortes,2001,13,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,0-3 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.347,0,0,1.278,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
93,291,Guzman and Cortes,2001,14,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>3-5 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,3.715,1.466,2.932,4.078,1.608,3.216,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
94,291,Guzman and Cortes,2001,15,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>3-5 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,3.715,1.466,2.932,3.804,1.036,2.072,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
95,291,Guzman and Cortes,2001,16,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>3-5 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,3.804,1.036,2.072,2.652,0,0,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
96,291,Guzman and Cortes,2001,17,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>3-5 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,7.332,3.162,6.324,9.048,2.908,5.816,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
97,291,Guzman and Cortes,2001,18,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>3-5 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,7.332,3.162,6.324,8.874,2.935,5.87,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
98,291,Guzman and Cortes,2001,19,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,24.951,4.227,8.454,8.03,2.413,4.826,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
99,291,Guzman and Cortes,2001,20,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,24.951,4.227,8.454,15.36,2.969,5.938,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
100,291,Guzman and Cortes,2001,21,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,15.36,2.969,5.938,17.559,4.744,9.488,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
101,291,Guzman and Cortes,2001,22,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,14.467,3.276,6.552,17.512,2.969,5.938,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
102,291,Guzman and Cortes,2001,23,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,14.467,3.276,6.552,13.094,1.742,3.484,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
103,291,Guzman and Cortes,2001,24,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,13.129,5.88,11.76,11.207,5.471,10.942,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
104,291,Guzman and Cortes,2001,25,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,13.129,5.88,11.76,13.498,6.046,12.092,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
105,291,Guzman and Cortes,2001,26,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,13.498,6.046,12.092,10.293,5.853,11.706,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
106,291,Guzman and Cortes,2001,27,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,9.007,4.193,8.386,10.675,3.671,7.342,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
107,291,Guzman and Cortes,2001,28,Cover,Hard,Scleractinia,Hard.Scleractinia,Poritidae,family,Porites,lobata,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,9.007,4.193,8.386,10.914,3.948,7.896,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
108,291,Guzman and Cortes,2001,29,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.154,0,0,0.442,0.225,0.45,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
109,291,Guzman and Cortes,2001,30,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.154,0,0,0.479,0.262,0.524,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
110,291,Guzman and Cortes,2001,31,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.479,0.262,0.524,0.52,0.258,0.516,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
111,291,Guzman and Cortes,2001,32,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.065,0.357,0.714,0.631,0.34,0.68,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
112,291,Guzman and Cortes,2001,33,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.065,0.357,0.714,0.158,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
113,291,Guzman and Cortes,2001,34,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.239,0.658,1.316,1.809,0.888,1.776,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
114,291,Guzman and Cortes,2001,35,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.239,0.658,1.316,1.396,0.402,0.804,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
115,291,Guzman and Cortes,2001,36,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,1.396,0.402,0.804,0.739,0.456,0.912,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
116,291,Guzman and Cortes,2001,37,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.015,0.577,1.154,1.582,0.617,1.234,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
117,291,Guzman and Cortes,2001,38,Cover,Hard,Scleractinia,Hard.Scleractinia,Agariciidae,family,Pavona,NA,Visual estimates,Visual,Field,Y,December,February,1996,1999,15,Feb,1999,15-Feb-99,estimated,97/98,1998,,NA,Y,,,,Y,>9-14 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,2.015,0.577,1.154,1.526,0.611,1.222,NA,,NA,NA,NA,NA,4,4,Table,,0,6.623,269,6.623,269,NA,28.541,0.93217,0.96549,29.467,3
118,291,Guzman and Cortes,2001,39,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,August,August,1985,1987,15,Aug,1987,15-Aug-87,estimated,1987,1988,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.103,0,0,0.127,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,-230,0.5972,133,NA,28.541,0.93217,0.96549,29.467,3
119,291,Guzman and Cortes,2001,40,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,August,February,1985,1989,15,Feb,1989,15-Feb-89,estimated,1987,1988,,NA,Y,,,,Y,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.103,0,0,0.102,0,0,NA,,NA,NA,NA,NA,4,4,Table,,0,0.67863,320,0.67863,320,NA,28.541,0.93217,0.96549,29.467,3
120,291,Guzman and Cortes,2001,41,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,February,June,1989,1992,15,Jun,1992,15-Jun-92,estimated,91/92,1992,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.102,0,0,0.281,0.172,0.344,NA,,NA,NA,NA,NA,4,4,Table,,1.3312,1.9869,380,1.9869,380,NA,28.541,0.93217,0.96549,29.467,3
121,291,Guzman and Cortes,2001,42,Cover,Hard,Scleractinia,Hard.Scleractinia,Psammocoridae,family,Psammocora,NA,Visual estimates,Visual,Field,Y,December,May,1996,1998,15,May,1998,15-May-98,estimated,97/98,1998,,NA,Y,Y,,Y,,>5-9 m,8.71N,83.87W,8.7,8.7,-83.87,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Cano Island Biological Reserve,Figure 12,Y,% cover,0.114,0,0,0.116,0,0,NA,,NA,NA,NA,NA,4,4,Table,,5.7154,6.623,-7,5.7154,11,NA,28.541,0.93217,0.96549,29.467,3
